ID,floor,lift,district,street,community,area,toward,model,rent,totalfloor
288,低楼层,有,海淀,厂洼,厂洼西街6号院,83.00,东南,2室1厅1卫,12800.0,16
289,低楼层,有,海淀,苏州桥,长远天地,309.15,西北,3室1厅2卫,51000.0,21
290,低楼层,有,通州,通州其它,台湖银河湾,80.00,南北,3室1厅1卫,7500.0,18
291,中楼层,有,大兴,西红门,鸿坤理想城大满贯,67.84,南,1室0厅1卫,4500.0,18
292,中楼层,有,朝阳,劲松,华腾北塘商务中心,201.89,南北,4室0厅0卫,36230.0,24
293,高楼层,有,大兴,大兴其它,中海云熙,66.00,南北,1室1厅1卫,2200.0,15
294,高楼层,有,石景山,古城,金融街长安中心,80.00,东北,3室0厅1卫,8000.0,31
295,低楼层,有,朝阳,望京,东亚望京中心,107.00,西南,3室0厅1卫,9800.0,34
296,中楼层,有,通州,潞苑,中建红杉溪谷,208.00,南北,5室2厅3卫,16000.0,4
297,高楼层,有,朝阳,双井,富力城A区,135.36,南,3室1厅2卫,21000.0,18
298,低楼层,无,海淀,上地,上地西里,114.20,南北,2室1厅1卫,12000.0,7
299,高楼层,无,通州,万达,新城东里,50.00,南北,2室1厅1卫,3000.0,4
300,中楼层,有,通州,临河里,香溪家园,80.99,南,1室1厅1卫,5500.0,9
301,高楼层,有,海淀,清河,橡树湾二期,210.00,南北,3室2厅2卫,23000.0,9
302,高楼层,有,西城,马连道,茗筑,84.86,西南,2室1厅1卫,8000.0,27
303,高楼层,有,大兴,高米店,绿地中央广场,58.00,南,1室0厅1卫,4200.0,16
304,中楼层,有,朝阳,朝阳门外,朝阳门北大街,58.00,南,1室1厅1卫,9000.0,16
305,高楼层,无,大兴,枣园,清源西里,65.00,西北,2室1厅1卫,4000.0,6
306,低楼层,未知,大兴,枣园,新安里,34.24,南,2室1厅1卫,2900.0,3
307,高楼层,有,石景山,苹果园,金顶街五区,98.02,东南,2室1厅1卫,6500.0,24
308,低楼层,有,通州,果园,巴克摩界,95.00,南北,2室1厅1卫,5000.0,11
309,低楼层,有,朝阳,国展,静安西街,52.00,东南,2室1厅1卫,6800.0,14
310,高楼层,无,海淀,军博,羊坊店居民楼,41.00,南北,1室1厅1卫,4900.0,6
311,高楼层,无,海淀,苏州桥,三义庙北,44.80,南,1室1厅1卫,6500.0,6
312,中楼层,有,丰台,成寿寺,鑫源国际,53.00,南,3室0厅1卫,16000.0,18
313,高楼层,无,昌平,北七家,翡翠公园,112.00,南北,3室1厅2卫,9500.0,2
314,低楼层,无,丰台,青塔,万科紫苑,105.00,东南西,3室1厅1卫,7600.0,4
315,中楼层,无,海淀,中关村,科育小区,47.60,南北,2室1厅1卫,8200.0,5
316,中楼层,有,朝阳,潘家园,华威西里,50.00,南,1室1厅1卫,6400.0,10
317,中楼层,有,昌平,立水桥,招商嘉铭珑原,190.14,南,4室2厅3卫,20000.0,14
318,高楼层,无,石景山,古城,中海寰宇天下熙山府,85.00,南,2室1厅1卫,8200.0,26
319,高楼层,有,朝阳,太阳宫,火星园,93.55,南,2室1厅1卫,14500.0,27
320,高楼层,无,大兴,科技园区,长丰园一区,87.90,南北,2室1厅1卫,4000.0,6
321,低楼层,有,大兴,亦庄开发区其它,金隅·金麟府,89.00,南北,3室1厅1卫,6300.0,6
322,高楼层,有,通州,玉桥,合生滨江帝景二期,99.00,南,3室1厅1卫,6800.0,18
323,中楼层,无,通州,玉桥,玉桥南里,50.00,南,1室0厅1卫,3300.0,6
324,低楼层,有,海淀,定慧寺,玲珑天地,44.00,北,1室0厅1卫,5200.0,12
325,低楼层,无,丰台,卢沟桥,卢沟桥南里,60.00,南北,2室1厅1卫,4300.0,6
326,中楼层,有,丰台,科技园区,天下儒寓,101.14,南西,2室2厅1卫,8000.0,28
327,低楼层,有,昌平,回龙观,流星花园三区,122.00,南北,3室1厅2卫,9000.0,11
328,低楼层,无,门头沟,滨河西区,霁月园,70.50,西北,2室1厅1卫,4000.0,6
329,低楼层,有,朝阳,四惠,东恒时代一期,142.00,东南,3室2厅2卫,13000.0,32
330,中楼层,有,朝阳,望京,LOFTEL,180.60,西,1室0厅2卫,21000.0,16
331,高楼层,有,昌平,回龙观,琥珀天地,65.56,南,1室0厅0卫,6800.0,5
332,低楼层,有,朝阳,欢乐谷,北京华侨城2号院,171.00,南北,3室2厅2卫,14500.0,30
333,中楼层,有,通州,北关,绿地中央广场,44.00,北,1室1厅2卫,4800.0,22
334,低楼层,有,顺义,马坡,鲁能7号院水岸公馆,120.00,南北,3室2厅1卫,5500.0,16
335,高楼层,有,朝阳,三元桥,UHN国际村,141.00,南北,3室1厅2卫,17800.0,6
336,高楼层,有,丰台,科技园区,吉利双星,122.27,西西北,2室1厅2卫,7000.0,18
337,低楼层,有,朝阳,三元桥,凤凰城三期,186.00,南北,3室2厅2卫,28000.0,31
338,中楼层,有,朝阳,CBD,SOHO现代城,141.00,西,2室1厅1卫,18000.0,41
339,中楼层,无,通州,果园,挂车厂宿舍,53.00,南,2室1厅1卫,3400.0,5
340,低楼层,有,通州,通州其它,紫运南里二区,90.00,南,2室1厅1卫,5100.0,24
341,低楼层,无,丰台,大红门,建欣苑四里,50.00,南,1室1厅1卫,4300.0,6
342,中楼层,有,丰台,方庄,芳城园一区,97.00,南北,2室2厅1卫,7800.0,27
343,中楼层,有,顺义,后沙峪,江山赋,97.00,南北,2室1厅1卫,7700.0,9
344,中楼层,无,朝阳,管庄,管庄东里,73.00,南北,3室1厅1卫,5000.0,6
345,高楼层,有,西城,阜成门,展览路,50.40,南北,1室1厅1卫,7200.0,18
346,高楼层,无,西城,马甸,裕中西里,59.90,南北,2室1厅1卫,8000.0,6
347,高楼层,无,海淀,二里庄,太极小区,42.00,东,1室1厅1卫,6500.0,6
348,高楼层,有,朝阳,潘家园,弘善家园,63.47,南,2室1厅1卫,7200.0,28
349,高楼层,有,石景山,鲁谷,远洋山水,112.64,南北,2室2厅1卫,8000.0,25
350,中楼层,有,朝阳,双井,广渠路,63.00,东,2室1厅1卫,7500.0,18
351,高楼层,有,通州,武夷花园,京贸国际城,74.60,南,2室1厅1卫,4300.0,26
352,中楼层,有,亦庄开发区,亦庄开发区其它,悦廷,52.41,东西,3室0厅2卫,6000.0,4
353,低楼层,有,朝阳,东大桥,圣世一品,105.27,东北,2室1厅1卫,19000.0,20
354,中楼层,有,昌平,立水桥,合立方,54.00,东西,3室0厅2卫,8800.0,11
355,低楼层,无,大兴,高米店,康盛园,90.00,南北,3室1厅1卫,4500.0,6
356,低楼层,有,朝阳,朝青,国美第一城2号院,243.07,西南,4室2厅2卫,22000.0,27
357,高楼层,有,通州,武夷花园,加华印象街,93.00,西北,2室1厅1卫,4100.0,11
358,高楼层,有,丰台,玉泉营,鸿业兴园一区,115.00,东南,3室2厅1卫,9000.0,21
359,高楼层,有,石景山,鲁谷,远洋山水,142.37,南北,3室2厅2卫,12500.0,26
360,低楼层,有,朝阳,CBD,SOHO现代城,143.00,东,3室1厅1卫,18000.0,31
361,低楼层,有,丰台,七里庄,庄维多摩市三期,115.00,西南,2室1厅1卫,10500.0,22
362,中楼层,有,房山,良乡,北京时代广场,65.00,东南,2室0厅1卫,3700.0,12
363,低楼层,有,西城,金融街,华荣公寓,221.41,南北,1室0厅0卫,132846.0,10
364,低楼层,有,通州,武夷花园,京贸国际城,141.35,南北,3室1厅1卫,7500.0,26
365,低楼层,有,朝阳,常营,北京像素南区,80.00,西南,3室0厅2卫,10000.0,16
366,低楼层,有,西城,广安门,荣丰2008,21.53,北,1室0厅1卫,3800.0,20
367,高楼层,有,朝阳,亚运村,荣尊堡国际俱乐部公寓,205.44,西南,3室2厅2卫,26000.0,24
368,中楼层,有,朝阳,管庄,朗廷,48.22,南,1室0厅0卫,4300.0,12
369,高楼层,有,顺义,马坡,香悦四季,138.00,南北,4室2厅2卫,6800.0,11
370,中楼层,无,海淀,皂君庙,皂君庙甲16号院,91.00,南北,2室1厅1卫,13500.0,16
371,低楼层,有,朝阳,豆各庄,恒大御景湾,90.00,南,2室1厅1卫,4500.0,18
372,高楼层,无,昌平,北七家,望都家园,142.41,南北,3室2厅2卫,5700.0,6
373,低楼层,有,昌平,东关,随园,90.00,南北,2室1厅2卫,4900.0,9
374,高楼层,有,海淀,公主坟,颐源居小区,267.00,南,3室2厅2卫,30000.0,7
375,低楼层,无,昌平,昌平其它,珠江壹千栋三期,1000.00,东南西北,9室6厅6卫,43000.0,2
376,高楼层,无,海淀,五棵松,北太平路16号院,44.00,南北,1室1厅1卫,5000.0,5
377,中楼层,有,大兴,大兴其它,北京城建北京密码,62.00,南北,4室0厅2卫,2300.0,7
378,低楼层,无,丰台,科技园区,国际花园,400.62,南北,6室2厅4卫,70000.0,3
379,高楼层,有,大兴,大兴新机场,富力丹麦小镇D区,137.00,南北,3室1厅2卫,4800.0,11
380,中楼层,无,门头沟,城子,绿岛家园,94.00,南北,2室1厅1卫,4300.0,4
381,低楼层,无,大兴,科技园区,明春西园,60.00,南北,2室1厅1卫,3200.0,6
382,高楼层,有,大兴,高米店,康盛园,112.40,南北,3室1厅2卫,5500.0,11
383,中楼层,有,朝阳,潘家园,京瑞大厦,220.50,南,3室1厅2卫,26400.0,27
384,低楼层,有,朝阳,朝阳公园,棕榈泉国际公寓,192.60,东南北,3室2厅2卫,30000.0,27
385,中楼层,有,朝阳,中央别墅区,瑞悦府,89.00,南北,3室1厅1卫,11000.0,11
386,低楼层,有,大兴,南中轴机场商务区,金色漫香郡北区,200.00,南,5室4厅2卫,5000.0,6
387,低楼层,无,昌平,昌平其它,珠江紫宸山,737.77,东南西北,6室4厅4卫,30000.0,3
388,低楼层,有,顺义,顺义城,金汉绿港五区,87.00,南,2室1厅1卫,4800.0,20
389,高楼层,有,大兴,观音寺,双河南里,76.00,东西,2室1厅1卫,2900.0,6
390,中楼层,有,大兴,南中轴机场商务区,金色漫香郡南区,90.50,南北,2室1厅1卫,3300.0,9
391,中楼层,有,门头沟,滨河西区,熙旺中心,72.59,南西,3室0厅1卫,4100.0,26
392,低楼层,无,大兴,高米店,泰中花园,100.00,西南,3室1厅1卫,4800.0,6
393,高楼层,无,密云,密云镇,学府花园,85.82,南北,2室2厅2卫,2500.0,6
394,中楼层,有,东城,东花市,天娇园,133.00,南北,3室2厅2卫,15800.0,11
395,中楼层,有,海淀,白石桥,大慧寺21号院,69.40,南西,2室1厅1卫,10000.0,16
396,中楼层,有,东城,崇文门,新景家园东区,82.00,南北,2室1厅1卫,9500.0,12
397,中楼层,无,通州,潞苑,V7九间堂,232.00,南北,4室1厅3卫,25000.0,4
398,地下室,无,通州,九棵树(家乐福),世爵源墅,337.63,南北,5室3厅4卫,20000.0,3
399,高楼层,无,朝阳,首都机场,南平里,56.00,南,2室1厅1卫,3600.0,6
400,高楼层,有,东城,广渠门,忠实里,65.00,东西,2室1厅1卫,8500.0,14
401,低楼层,无,通州,九棵树(家乐福),阿尔法社区,48.00,西,2室1厅1卫,4000.0,6
402,低楼层,无,通州,马驹桥,金地格林6,239.00,南北,3室2厅2卫,14000.0,5
403,低楼层,有,顺义,马坡,香悦四季,115.00,南北,3室2厅2卫,5500.0,11
404,低楼层,有,亦庄开发区,亦庄,春华屋,161.00,南北,3室1厅2卫,8800.0,12
405,中楼层,有,顺义,马坡,香悦四季,33.00,西,1室0厅1卫,2100.0,15
406,中楼层,无,丰台,科技园区,富锦嘉园四区,100.00,南北,2室2厅1卫,6700.0,7
407,高楼层,有,顺义,顺义城,广厦鑫苑,148.00,南北,4室2厅2卫,5500.0,12
408,中楼层,有,朝阳,芍药居,樱花中路,64.00,南,2室1厅1卫,7300.0,16
409,中楼层,无,门头沟,城子,阁外山水,100.00,南北,2室1厅1卫,4500.0,7
410,低楼层,有,通州,临河里,海棠湾一期,90.38,南,3室2厅1卫,10000.0,24
411,低楼层,有,昌平,北七家,翡翠公园,90.00,南北,2室2厅2卫,8500.0,5
412,中楼层,有,朝阳,望京,东煌大厦,111.00,南,2室0厅1卫,21450.0,27
413,高楼层,有,通州,潞苑,K2清水湾嘉园,83.91,东南,3室1厅1卫,4000.0,11
414,中楼层,有,朝阳,望京,国风北京一期,121.00,南北,2室2厅1卫,15000.0,14
415,中楼层,有,海淀,西二旗,燕尚园,132.00,南北,3室2厅2卫,13500.0,8
416,高楼层,有,朝阳,朝阳公园,泛海国际樱海园,246.00,南北,4室2厅3卫,45000.0,18
417,低楼层,无,丰台,太平桥,太平桥东里,54.00,南,2室1厅1卫,7200.0,6
418,高楼层,有,东城,和平里,和平里五区,56.25,南西,1室1厅1卫,8000.0,7
419,中楼层,有,丰台,马家堡,东亚三环,61.00,西,2室0厅1卫,6200.0,21
420,中楼层,有,昌平,南邵,长滩壹号,106.00,南北,3室2厅1卫,7200.0,9
421,高楼层,有,朝阳,双井,富力城B区,248.00,南北,5室2厅3卫,27000.0,11
422,低楼层,无,大兴,观音寺,海子角西里,88.00,南北,2室1厅1卫,3300.0,4
423,中楼层,有,顺义,顺义城,西辛北区,72.25,西,2室1厅1卫,4300.0,16
424,低楼层,有,朝阳,劲松,劲松南路,71.00,西南,2室1厅1卫,7200.0,18
425,高楼层,有,朝阳,和平里,和平街西苑,79.00,西南,2室1厅1卫,9000.0,20
426,中楼层,有,昌平,立水桥,招商嘉铭珑原,170.00,南北,3室1厅2卫,18000.0,14
427,高楼层,有,朝阳,朝阳门外,吉庆里小区,106.72,东南西,2室1厅1卫,14000.0,10
428,低楼层,无,朝阳,惠新西街,惠新里小区,60.00,南,2室1厅1卫,6900.0,4
429,中楼层,无,房山,良乡,文化路社区,58.83,南北,2室1厅1卫,2500.0,6
430,低楼层,有,通州,武夷花园,金融街武夷融御,72.00,南北,2室1厅1卫,4800.0,24
431,中楼层,有,朝阳,CBD,建外SOHO,165.26,东南南,2室1厅1卫,23000.0,31
432,中楼层,无,通州,九棵树(家乐福),阿尔法社区三期,90.00,南北,2室1厅1卫,4400.0,6
433,高楼层,有,朝阳,朝青,华纺易城,88.99,东南,2室1厅1卫,9100.0,15
434,高楼层,无,昌平,昌平其它,沙河一通,65.95,南北,2室1厅1卫,3600.0,5
435,高楼层,无,海淀,中关村,黄庄小区,82.00,南北,3室1厅1卫,13800.0,5
436,地下室,无,大兴,大兴新机场,富力丹麦小镇A区,377.99,南北,5室2厅5卫,18000.0,2
437,低楼层,无,大兴,高米店,郁花园二里,67.00,南北,2室1厅1卫,4500.0,6
438,低楼层,有,朝阳,朝青,天鹅湾南区,176.40,西北,3室2厅3卫,23000.0,17
439,低楼层,有,房山,长阳,徜徉嘉园8号院,139.00,南北,3室2厅2卫,5800.0,18
440,低楼层,无,朝阳,潘家园,松榆西里,78.50,东南西,3室1厅1卫,6500.0,6
441,高楼层,无,丰台,丰台其它,杜家坎小区,54.84,南北,2室1厅1卫,3500.0,6
442,高楼层,无,海淀,田村,海澜中苑,76.86,南北,2室1厅1卫,6600.0,6
443,高楼层,有,朝阳,东大桥,新城国际,147.00,东南,3室1厅2卫,30000.0,31
444,中楼层,无,通州,北关,西潞苑小区,80.00,南北,3室1厅1卫,4200.0,6
445,中楼层,有,朝阳,东大桥,新城国际,90.00,西北,1室1厅1卫,18500.0,32
446,低楼层,有,通州,临河里,华远铭悦,89.00,南,2室1厅1卫,4800.0,18
447,中楼层,有,石景山,石景山其它,金隅滨和园7号院,58.60,南,1室1厅1卫,3400.0,28
448,低楼层,无,海淀,上地,马连洼1号院,49.00,南,1室1厅1卫,6400.0,6
449,中楼层,无,朝阳,垡头,翠成馨园B区,123.78,南北,3室2厅2卫,9000.0,6
450,中楼层,有,昌平,回龙观,琥珀天地,54.61,东,1室0厅0卫,4500.0,5
451,中楼层,有,丰台,岳各庄,大成郡,136.00,东西,3室1厅2卫,11500.0,9
452,高楼层,有,门头沟,滨河西区,临镜苑,156.00,南北,4室2厅2卫,6800.0,18
453,高楼层,有,顺义,马坡,鲁能7号院颐景溪园,118.00,南北,3室2厅2卫,4500.0,16
454,中楼层,有,顺义,顺义其它,中建国际城,83.00,南北,2室1厅1卫,4800.0,13
455,高楼层,有,丰台,科技园区,怡海花园恒泰园,256.00,东北,3室1厅3卫,20000.0,29
456,高楼层,无,海淀,紫竹桥,北无宿舍,64.00,南北,2室1厅1卫,7500.0,6
457,高楼层,有,大兴,南中轴机场商务区,一品嘉园西区,82.44,南北,2室1厅1卫,2500.0,6
458,低楼层,无,昌平,天通苑,天通公园里,80.00,南北,4室0厅2卫,6000.0,3
459,低楼层,有,房山,阎村,天恒乐活城,76.40,南,2室1厅1卫,2800.0,18
460,高楼层,有,大兴,大兴新机场,御园E区,78.00,南北,2室1厅1卫,2000.0,12
461,中楼层,有,东城,安定门,六铺炕,58.00,东,2室1厅1卫,8300.0,10
462,高楼层,有,丰台,刘家窑,嘉业大厦一期,230.00,南北,4室2厅2卫,18000.0,25
463,中楼层,有,昌平,回龙观,京投发展公园悦府,91.51,东南,2室1厅1卫,7600.0,11
464,中楼层,有,通州,武夷花园,月亮城堡,58.00,南,1室0厅1卫,3600.0,11
465,中楼层,有,海淀,知春路,学院国际大厦,34.80,北,1室1厅1卫,10000.0,22
466,高楼层,无,海淀,定慧寺,恩济里小区,57.30,南北,2室1厅1卫,7500.0,6
467,中楼层,有,朝阳,百子湾,美利山,241.00,东西,4室1厅3卫,25000.0,20
468,中楼层,有,丰台,玉泉营,万年花城一期,92.00,南,2室1厅1卫,7800.0,16
469,高楼层,有,顺义,后沙峪,中粮祥云国际生活区,60.00,南,2室0厅2卫,7000.0,9
470,高楼层,有,朝阳,农展馆,三全公寓,118.00,南北,2室1厅2卫,21000.0,26
471,高楼层,无,顺义,顺义城,建新南区,58.00,南北,2室1厅1卫,3000.0,6
472,低楼层,无,大兴,南中轴机场商务区,磁魏路,302.10,南北,5室2厅3卫,20000.0,2
473,低楼层,有,丰台,科技园区,广安康润家园东区,75.00,南,2室1厅1卫,4700.0,20
474,高楼层,有,通州,临河里,华业东方玫瑰C区,66.00,南西,1室1厅1卫,5000.0,27
475,低楼层,有,丰台,岳各庄,珠江峰景,68.16,西南,1室1厅1卫,5500.0,13
476,高楼层,无,海淀,军博,铁西小区,58.20,南北,2室1厅1卫,6500.0,6
477,中楼层,无,大兴,黄村火车站,车站北里,58.24,东西,2室1厅1卫,3100.0,6
478,高楼层,有,朝阳,北苑,山水蓝维,196.00,南北,4室1厅2卫,18500.0,7
479,中楼层,有,大兴,瀛海,首开龙湖天琅,127.00,南北,5室0厅2卫,14000.0,6
480,高楼层,有,朝阳,双井,首城国际D区,89.00,东南北,2室1厅1卫,13000.0,28
481,高楼层,有,顺义,顺义城,望潮家园,99.06,南西,2室2厅1卫,3800.0,18
482,中楼层,有,丰台,角门,杏林园,64.00,南北,1室1厅1卫,5800.0,18
483,中楼层,有,朝阳,安贞,安贞西里,39.00,东南,1室1厅1卫,5800.0,24
484,低楼层,有,东城,广渠门,东环居苑,56.97,南,1室1厅1卫,6800.0,22
485,中楼层,有,朝阳,朝青,首开熙悦尚郡,138.00,南北,3室2厅2卫,13000.0,25
486,低楼层,有,顺义,中央别墅区,誉天下,383.00,南北,5室2厅4卫,28000.0,3
487,中楼层,有,顺义,后沙峪,中粮祥云国际生活区,114.09,南北,2室2厅2卫,12500.0,13
488,低楼层,有,大兴,天宫院,云立方,85.00,南北,2室1厅1卫,4200.0,19
489,低楼层,有,海淀,西山,中间建筑三区,340.00,南北,4室2厅1卫,42000.0,4
490,高楼层,无,西城,马甸,新康街甲一号,92.56,东西,2室2厅1卫,10400.0,6
491,中楼层,有,朝阳,太阳宫,太阳公元北区,155.00,南北,3室2厅2卫,28000.0,25
492,中楼层,无,朝阳,定福庄,福怡苑,72.00,南北,2室1厅1卫,5000.0,7
493,中楼层,无,东城,朝阳门内,南门仓胡同,68.00,南北,2室1厅1卫,9900.0,6
494,中楼层,有,海淀,苏州桥,中湾国际,37.00,北,1室0厅1卫,7500.0,19
495,低楼层,有,朝阳,常营,北京新天地四期,101.74,南,2室2厅1卫,7200.0,26
496,中楼层,有,大兴,高米店,金地仰山东区,136.00,南北,3室2厅2卫,7500.0,9
497,中楼层,无,朝阳,潘家园,华威西里,57.12,南北,2室1厅1卫,6500.0,6
498,中楼层,无,通州,乔庄,玉桥北里,60.00,南北,2室1厅1卫,3100.0,5
499,中楼层,无,石景山,苹果园,模式口西里,44.40,南北,1室1厅1卫,3300.0,6
500,低楼层,有,大兴,大兴新机场,富力华庭苑西区,161.00,南北,4室2厅3卫,6000.0,9
501,中楼层,有,朝阳,管庄,京通苑,108.00,东南,2室1厅1卫,6700.0,21
502,中楼层,有,朝阳,定福庄,鲁班大厦,157.83,南,2室1厅2卫,14000.0,11
503,中楼层,无,朝阳,北苑,时代庄园,208.00,南北,4室2厅3卫,21000.0,5
504,低楼层,无,亦庄开发区,通州其它,首创远洋禧瑞天著西区,89.00,南北,3室1厅1卫,6250.0,28
505,高楼层,无,朝阳,管庄,建东苑,83.02,南北,2室1厅1卫,5500.0,6
506,中楼层,有,朝阳,石佛营,炫特嘉园三期,66.52,南,1室1厅1卫,6600.0,23
507,中楼层,无,昌平,回龙观,龙跃苑四区,138.42,南北,3室2厅2卫,9200.0,6
508,中楼层,有,海淀,牡丹园,花园公寓,88.26,西,2室1厅1卫,10500.0,15
509,中楼层,有,顺义,后沙峪,东亚创展国际,60.00,东,2室0厅1卫,4100.0,15
510,高楼层,有,通州,万达,万方家园,91.00,南北,2室2厅1卫,7000.0,18
511,低楼层,无,顺义,顺义城,御河壹号庄园,642.87,南北,3室3厅3卫,20000.0,2
512,低楼层,有,海淀,牡丹园,塔院小区,80.98,南,3室1厅1卫,10500.0,14
513,低楼层,有,朝阳,北苑,世华泊郡,100.00,南北,3室1厅1卫,11200.0,27
514,低楼层,无,朝阳,定福庄,电建北院,58.00,南北,2室1厅1卫,5000.0,6
515,中楼层,有,顺义,顺义其它,金地未未来,42.00,东,3室0厅2卫,3700.0,10
516,中楼层,有,通州,潞苑,珠江拉维小镇,94.33,南北,2室1厅1卫,4400.0,10
517,低楼层,无,丰台,万源,桃源里,80.00,南北,3室1厅1卫,4800.0,6
518,低楼层,有,朝阳,朝阳公园,公园大道,214.00,南北,3室2厅2卫,38000.0,31
519,中楼层,有,房山,良乡,佳世苑小区,99.99,东南,2室1厅1卫,3400.0,13
520,中楼层,有,石景山,鲁谷,石景山万达广场,66.30,南北,2室0厅1卫,6992.0,26
